Koordinatat e Katit -2B të ekzekutuar,,,,,,
Nr,Y,X,H,Kodi,Përshkrimi,Burimi
1,7511200.175,4693110.544,619.523,Kati  -2B,Shtëpi-Ndërtesë,PM
2,7511180.193,4693144.707,618.374,Kati  -2B,Shtëpi-Ndërtesë,PM
3,7511217.396,4693166.341,618.190,Kati  -2B,Shtëpi-Ndërtesë,PM
4,7511237.198,4693132.251,619.393,Kati  -2B,Shtëpi-Ndërtesë,PM
