Koordinatat e Katit -2B të projektuar,,,,,,
Nr,Y,X,H,Kodi,Përshkrimi,Burimi
1,7511202.106,4693107.094,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
2,7511180.227,4693144.633,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
3,7511217.377,4693166.286,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
4,7511239.257,4693128.747,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
