067,4693126.914,7511181.895,621.738,e2
068,4693124.635,7511179.550,621.741,e2
069,4693118.319,7511186.965,621.553,e2
070,4693117.354,7511186.954,621.676,e2
071,4693115.321,7511187.482,621.731,e2
072,4693113.452,7511187.948,621.878,e2
073,4693110.955,7511185.110,622.052,e2
074,4693110.807,7511189.422,621.843,e2
075,4693109.276,7511190.894,621.811,e2
076,4693108.190,7511191.110,621.895,e2
077,4693106.048,7511189.779,621.904,e2
078,4693105.167,7511194.760,621.640,e2
079,4693102.224,7511194.979,621.741,e2
080,4693103.975,7511198.981,621.583,e2
081,4693102.625,7511199.849,621.665,e2
082,4693105.870,7511204.070,621.494,e2
083,4693106.002,7511205.189,621.331,e2
084,4693106.991,7511205.739,621.276,e2
085,4693108.731,7511208.172,621.181,e2
086,4693108.347,7511208.577,621.295,e2
087,4693112.936,7511215.633,621.062,e2
088,4693112.958,7511216.119,621.365,e2
089,4693115.042,7511220.179,621.081,e2
090,4693113.925,7511221.614,621.376,e2
091,4693121.257,7511230.639,621.127,e2
092,4693120.206,7511232.837,621.237,e2
093,4693122.969,7511234.881,621.001,e2
094,4693122.544,7511237.559,621.180,e2
095,4693126.581,7511238.254,620.835,e2
096,4693134.093,7511244.661,620.532,e2
097,4693133.394,7511246.599,620.621,e2
098,4693138.465,7511246.460,621.084,e2
099,4693140.685,7511243.200,621.129,e2
100,4693149.400,7511242.248,620.765,e2
101,4693147.757,7511237.940,620.013,e2
102,4693151.610,7511235.986,620.346,e2
103,4693162.419,7511233.613,621.058,e2
104,4693164.027,7511232.021,621.370,e2
105,4693160.408,7511227.288,621.029,e2
106,4693163.701,7511224.827,621.081,e2
107,4693166.515,7511225.389,621.441,e2
108,4693167.260,7511223.271,621.216,e2
109,4693171.067,7511225.352,621.598,e2
110,4693174.427,7511222.799,621.433,e2
111,4693167.733,7511220.621,620.771,e2
112,4693168.596,7511218.796,620.902,e2
113,4693168.703,7511217.008,620.838,e2
114,4693169.826,7511216.377,621.173,e2
115,4693167.873,7511215.488,620.744,e2
116,4693168.684,7511213.683,620.893,e2
117,4693167.360,7511214.207,620.757,e2
ps1,4693167.511,7511304.713,621.795,
ps2,4693234.054,7511237.637,621.913,
ps3,4693098.005,7511141.858,623.894,
kont_fs1,4693168.845,7511221.593,622.910,
S1,4693167.512,7511304.698,621.806,
S2,4693234.046,7511237.647,621.916,
S3,4693098.016,7511141.869,623.871,
kont_fs2,4693168.790,7511221.706,622.915,
llb_b2-fs1,4693168.588,7511221.833,622.947,
118,4693166.341,7511217.396,618.190,b2
119,4693144.707,7511180.193,618.374,b2
120,4693127.361,7511190.344,618.417,b2
121,4693110.544,7511200.175,619.523,b2
122,4693134.902,7511235.727,618.192,b2
123,4693132.251,7511237.198,619.393,b2
llb_b2_fs2,4693168.285,7511222.522,622.976,
1013,4693140.227,7511201.661,0.200,
1014,4693139.195,7511199.890,0.300,
